SMED30000562	7.85254	7.04834	8.38181	9.09465	8.0154
SMED30000643	29.2742	29.2398	35.8782	39.9196	34.6107
SMED30000646	3.73867	3.83028	4.42746	5.34948	4.42729
SMED30001545	3.64396	6.40723	7.71844	16.2055	5.39917
SMED30002367	9.47142	10.687	13.9903	17.07	13.3918
SMED30003443	5.07807	5.63308	6.50984	7.42663	6.85082
SMED30003698	2.53023	3.02677	3.64825	5.09294	3.68008
SMED30004277	6.44009	6.59256	7.20222	8.01044	6.86977
SMED30004845	10.4369	11.6324	14.5666	17.9366	14.5305
SMED30004923	12.0187	12.9948	20.5111	24.8367	22.1328
SMED30006295	13.998	13.4553	14.7239	15.3314	14.3819
SMED30006755	10.6413	10.9323	12.1726	16.431	10.4911
SMED30006838	6.28244	7.00941	8.80602	9.90982	9.57292
SMED30007515	17.6458	16.9288	21.6523	24.305	18.754
SMED30007705	4.59841	5.10438	5.83165	6.71239	6.77064
SMED30007845	10.8079	11.0368	11.7182	12.4084	11.7226
SMED30008024	5.67635	7.27293	12.0725	16.3015	14.8265
SMED30008033	30.0545	29.0438	35.6891	42.9296	34.2016
SMED30008904	8.60971	10.642	12.1878	15.0606	15.6899
SMED30009212	6.62868	5.96336	7.54066	7.75157	7.24768
SMED30009295	8.56401	9.24086	11.4121	13.617	14.0769
SMED30009709	4.02165	4.77713	6.52588	8.07903	6.33495
SMED30010176	8.1437	10.312	11.3634	13.8888	13.5319
SMED30010203	21.765	22.4218	25.489	27.0378	26.1399
SMED30011058	5.50012	5.50646	6.14069	6.81355	6.34858
SMED30011154	5.98956	6.16334	7.15722	9.16076	7.09696
SMED30011281	17.2273	18.4121	24.5969	30.6417	25.2689
SMED30011408	5.46481	6.15652	7.72493	9.76904	8.10646
SMED30011440	9.63811	12.9816	15.2501	22.0673	17.3498
SMED30011479	5.03669	5.17764	5.82858	6.67025	6.39729
SMED30011483	5.77802	6.22723	6.29876	6.8395	6.9552
SMED30011587	24.0195	27.6354	31.586	35.7311	32.2177
SMED30011723	5.79575	5.13327	6.91801	8.05327	6.88264
SMED30012169	3.02342	3.05332	3.57983	4.23846	3.70898
SMED30012295	3.41843	3.24973	4.47196	5.00222	5.27862
SMED30012685	7.24461	7.43263	9.27739	11.7164	9.11678
SMED30012799	7.29607	7.50665	9.54076	10.6599	8.99147
SMED30012862	9.50618	10.1768	12.5196	13.7942	12.5709
SMED30013168	4.67577	4.56456	4.89962	5.25903	4.68826
SMED30013541	3.74431	3.76103	4.74214	5.95073	5.75021
SMED30013564	4.72207	5.12985	5.61481	6.50814	5.81489
SMED30013676	10.2847	15.0096	19.8101	23.8948	23.1225
SMED30013723	14.7722	19.33	19.68	28.7584	26.9897
SMED30014097	11.3569	12.0049	13.6832	14.7831	12.6924
SMED30014216	12.1136	11.5249	13.819	15.7858	13.8904
SMED30014255	6.95211	6.63616	8.37513	10.0209	8.36699
SMED30014292	9.01779	7.65956	10.4387	12.0278	9.06016
SMED30014469	5.02719	5.14779	5.66637	6.57308	5.77132
SMED30014513	9.71555	10.1028	11.12	11.5369	11.4179
SMED30014599	15.6124	15.2792	21.5735	22.6588	24.5107
SMED30014703	20.3944	21.9235	27.0062	32.456	29.0674
SMED30014718	21.0422	21.5809	26.643	31.9115	30.5414
SMED30014770	12.0255	13.1078	29.8123	37.2745	28.0636
SMED30014829	11.6245	12.232	15.9471	18.2531	14.053
SMED30015227	5.33665	4.61626	5.78809	6.05338	5.54628
SMED30015288	6.12707	8.71661	11.1634	12.2417	14.5185
SMED30015594	11.7066	11.8431	12.6869	12.6621	15.4827
SMED30015760	8.18591	7.38112	9.06559	9.87822	9.41738
SMED30015867	11.3366	10.895	12.4881	12.8455	13.3835
SMED30015922	17.9647	20.5936	23.9497	31.0181	24.8414
SMED30016141	4.65229	4.65642	5.32372	6.37561	5.54388
SMED30016307	5.19552	5.48998	6.78136	7.32554	7.58155
SMED30016485	12.1843	12.6245	13.5851	16.4754	14.1233
SMED30016776	41.7495	37.4811	47.3561	53.3349	43.8355
SMED30017175	7.06252	9.16719	8.89164	14.5838	11.0787
SMED30017194	5.77198	7.45639	7.94364	11.7195	10.8433
SMED30017199	13.1233	17.6578	20.3409	23.3709	20.6799
SMED30017240	5.53772	6.70069	6.80647	9.53443	7.38576
SMED30017399	42.4802	40.3846	66.0256	73.9062	64.3984
SMED30017511	6.28291	6.62313	7.59918	8.9784	9.24588
SMED30017557	4.56008	4.31739	5.22702	6.17304	5.54463
SMED30017834	13.0418	15.6872	18.9938	22.0664	19.8143
SMED30018054	13.7217	14.4923	18.004	21.4347	18.0949
SMED30018210	4.60825	5.01061	7.25882	9.22627	9.73603
SMED30018224	5.61651	4.90192	6.18758	6.81712	5.863
SMED30018290	4.34552	12.537	12.3952	31.729	26.4632
SMED30018726	8.81805	11.6308	13.8681	16.7489	18.8388
SMED30019001	7.72045	8.91487	10.1211	12.6521	11.8461
SMED30019014	27.155	31.8325	38.9732	42.5303	50.9412
SMED30019064	12.8331	17.4232	21.8579	29.0724	26.3523
SMED30019160	4.62884	5.35262	5.97814	5.73449	10.4924
SMED30019307	10.8474	11.4692	14.8412	17.3059	15.6381
SMED30019741	11.3112	12.6257	14.6199	15.89	16.0461
SMED30019758	11.5124	11.3518	11.8768	12.0332	13.2329
SMED30019876	18.0777	26.1428	22.0347	34.4509	35.8457
SMED30020085	31.4787	31.5144	38.426	45.3356	37.3599
SMED30020271	7.33939	10.0001	14.4942	16.7435	17.315
SMED30020371	12.3493	14.0105	17.2738	19.7486	18.2034
SMED30020449	3.49153	3.97441	3.97174	4.34031	4.48243
SMED30020526	8.30665	8.44549	9.31735	9.67475	10.1349
SMED30020558	3.36623	3.28629	4.1246	4.87817	4.54027
SMED30021151	6.00002	5.00234	6.76767	7.44067	5.27102
SMED30021159	11.6947	12.8792	15.5156	18.2941	13.9847
SMED30021247	13.4071	13.7587	17.6036	25.2235	15.5334
SMED30021367	5.14626	4.80476	6.09957	6.94839	6.0073
SMED30021449	10.8985	12.0313	15.1237	19.2238	14.1935
SMED30021474	5.26232	5.72334	6.84384	8.04919	7.04281
SMED30021524	12.9806	10.503	14.8694	16.3909	15.3299
SMED30021692	2.4332	2.16338	3.00752	3.46222	2.89513
SMED30021753	11.8701	12.7648	16.4269	26.3807	16.6669
SMED30021992	7.59935	7.54978	11.295	13.2491	12.6835
SMED30022156	35.6135	42.3442	43.2616	65.1632	48.8415
SMED30022260	3.51072	6.19088	7.09339	8.8712	7.65364
SMED30022282	13.3752	13.0208	18.0258	26.4571	18.5899
SMED30022337	6.84032	7.1794	9.06237	12.8504	11.5725
SMED30022370	10.3211	13.4769	13.8067	16.4684	16.8685
SMED30022437	3.47952	3.5804	3.80904	4.28842	4.24621
SMED30022731	69.4214	90.2502	83.1819	110.309	114.631
SMED30022776	34.23	30.9658	41.704	58.6608	44.5853
SMED30022796	11.759	12.3664	14.2977	17.196	14.4506
SMED30022961	4.07902	3.90829	4.74639	5.463	4.78096
SMED30023105	5.68565	5.7862	7.64742	8.58277	8.27201
SMED30023108	14.0358	14.0107	15.9219	19.1111	18.0944
SMED30023193	12.9045	18.3297	28.698	38.5591	36.3542
SMED30023244	8.79214	8.69252	10.6838	11.7505	10.852
SMED30023266	10.8062	19.0777	23.618	30.5103	21.3674
SMED30023432	5.57108	6.72837	6.76631	8.9581	7.89114
SMED30023568	7.78266	8.11324	9.5343	13.9849	8.74782
SMED30023659	5.10188	9.13493	12.5227	26.604	11.716
SMED30023698	4.04189	6.96247	7.41744	9.51962	8.682
SMED30023736	9.14674	8.76918	10.5309	14.5456	12.4958
SMED30023805	4.07702	3.38852	4.79106	5.13589	4.99641
SMED30024215	15.1923	14.355	17.8938	18.6213	21.3333
SMED30024219	4.7066	4.37157	5.67545	6.28999	5.13989
SMED30024295	5.47174	5.76135	6.19274	7.63741	6.151
SMED30024491	4.7372	5.65292	6.26756	9.38794	5.72361
SMED30024574	13.5681	14.8991	23.2877	30.4398	15.431
SMED30024636	9.97105	9.45701	12.2478	14.1134	14.8282
SMED30024648	17.0378	25.0464	35.791	44.5496	42.9416
SMED30024777	29.1478	25.3527	34.9492	39.7642	35.3293
SMED30024890	7.95808	7.45357	9.0487	11.041	12.0991
SMED30025116	5.15553	5.41051	5.9898	7.82391	6.96755
SMED30025126	25.526	28.1429	31.6791	45.367	36.9517
SMED30025195	13.0563	14.8842	22.9476	28.0304	25.2512
SMED30025256	8.45202	7.98752	9.71547	13.3844	11.6764
SMED30025324	13.4944	12.0138	17.0243	22.1507	19.2921
SMED30025494	4.05634	4.05883	5.88311	6.43458	6.26584
SMED30025547	5.39404	5.7731	6.58893	9.06493	7.59238
SMED30025596	16.956	21.2056	18.4314	22.5359	25.5696
SMED30025638	27.3678	35.6286	37.7849	52.0944	55.4719
SMED30026000	8.13596	8.6273	10.9645	12.0776	10.217
SMED30026020	4.79767	4.59034	5.24065	5.32143	5.97603
SMED30026023	18.2737	18.7674	21.0451	23.5072	20.6067
SMED30026027	7.22105	7.09858	7.73772	8.08885	7.91618
SMED30026121	7.20324	6.2068	8.10983	9.75	7.81907
SMED30026182	4.79463	4.41684	5.75239	6.70827	6.97225
SMED30026255	10.0989	11.3759	13.5291	16.4632	14.1103
SMED30026298	12.9761	15.9613	17.2084	19.3769	19.1824
SMED30026406	10.6554	13.992	15.9353	19.6685	15.6701
SMED30026475	8.45909	9.43992	9.49863	12.2101	9.57602
