SMED30000581	9.30205	23.4211	18.3414	17.3219	9.01035
SMED30001604	7.38179	11.3297	9.80798	8.31558	8.47428
SMED30001608	24.9642	31.4624	16.938	17.1578	14.2253
SMED30001666	31.1506	36.1747	26.4229	32.9648	16.8556
SMED30002228	8.68131	18.5504	4.03566	3.79958	4.06685
SMED30002246	18.0983	31.6869	18.2834	14.7435	16.6658
SMED30002427	6.56876	7.30539	6.31449	6.0318	5.79346
SMED30003205	3.06724	8.61841	4.5269	7.38906	3.68422
SMED30003613	5.02458	5.00957	3.53873	3.15527	3.57541
SMED30003675	11.1343	14.0376	12.7517	11.8621	9.64057
SMED30003798	3.48952	4.9929	3.92359	4.3169	3.29323
SMED30004403	11.5507	21.2124	13.0912	15.0251	15.2684
SMED30005248	37.2429	40.8777	22.941	13.1385	11.5263
SMED30005322	27.7006	27.0964	23.9349	23.8623	23.0026
SMED30005541	7.16304	7.18366	6.6334	6.4591	5.85775
SMED30006254	4.2942	8.53925	6.5237	4.5103	3.9496
SMED30006905	5.72873	6.33845	4.16746	4.68653	4.28195
SMED30007161	2.16375	2.48257	2.07829	1.8577	1.92615
SMED30007456	16.9236	20.0522	17.625	18.4101	16.5647
SMED30007674	2.07891	2.10298	1.83888	1.64051	1.70727
SMED30008050	5.61925	9.84328	9.06933	7.08939	5.04085
SMED30008151	10.3157	10.7425	10.0633	9.93564	8.91852
SMED30008167	12.9616	14.7362	11.584	11.8388	12.861
SMED30008543	4.09977	4.95195	4.02128	4.11481	5.04503
SMED30009301	12.2797	20.4524	12.4283	10.8159	11.0266
SMED30010163	4.86315	24.8218	14.2051	14.3414	9.84915
SMED30010239	6.62731	20.3702	13.4869	10.6432	10.5965
SMED30010627	6.39216	9.4273	6.74797	7.219	9.54292
SMED30011111	13.4248	16.5035	12.0684	13.6963	13.8582
SMED30011519	7.32312	7.27383	7.09006	7.23234	5.95758
SMED30011568	5.51051	5.71301	5.14526	5.41112	5.12629
SMED30011735	5.70823	7.18492	5.76917	5.25406	5.54108
SMED30012056	17.6335	27.6527	22.9234	23.6353	20.1029
SMED30012145	8.41766	8.8716	8.59158	8.39393	6.48958
SMED30012361	12.8301	20.5611	13.7751	14.8094	17.2887
SMED30013108	8.46643	8.99845	8.36947	7.9129	6.89862
SMED30013408	3.89675	4.07958	3.10694	3.07559	2.99795
SMED30013727	3.75457	9.58803	3.45101	7.56045	3.30973
SMED30014121	32.1586	41.8837	36.2755	33.7614	32.0566
SMED30014149	13.7942	15.8075	13.4461	12.565	13.1843
SMED30014190	4.72009	7.43404	5.11612	7.22347	4.77692
SMED30014305	7.97496	11.1435	7.86547	6.92923	8.07094
SMED30014707	6.1011	8.91511	7.8981	6.54735	6.76314
SMED30014783	5.45556	7.0315	5.27941	4.3893	4.57688
SMED30015232	17.4576	21.4322	19.1301	18.8832	18.6202
SMED30015413	5.89057	7.44246	5.37575	5.34042	4.70335
SMED30015527	2.82306	7.18171	3.35564	3.66187	3.47101
SMED30016031	12.2084	13.9559	12.9254	13.5489	12.019
SMED30016207	19.268	34.3498	18.2129	18.1504	18.7042
SMED30016690	19.3497	36.1346	23.4442	24.7522	27.8336
SMED30017123	5.04019	10.8123	7.11702	7.97794	9.98716
SMED30018297	9.77341	9.76657	8.26539	7.80192	7.42903
SMED30018505	12.2108	14.5363	10.6837	9.02605	9.50105
SMED30019098	5.53482	6.92152	6.0715	5.11152	5.73095
SMED30019856	21.6657	22.9855	18.9054	20.3696	17.9732
SMED30019984	4.0873	4.34795	3.80732	4.17455	3.9516
SMED30020539	6.43789	8.83504	2.46487	4.59957	7.26425
SMED30021210	24.0335	25.8594	24.0918	21.7037	21.4567
SMED30021366	18.1041	20.0255	19.5192	14.7396	2.53364
SMED30021590	6.1249	8.21393	6.63889	7.25978	2.98672
SMED30021960	3.06032	7.72987	3.40087	6.43216	3.4417
SMED30022251	6.80489	17.6408	10.3074	8.38243	14.2364
SMED30022691	16.3799	19.5908	9.18443	19.5331	9.04438
SMED30023182	2.21551	2.13989	1.65562	1.59935	1.64287
SMED30023229	4.75735	4.49912	3.05862	2.81519	2.79872
SMED30023451	6.24055	9.48254	7.8405	6.97941	7.2414
SMED30023516	5.81546	8.58801	6.82458	7.34945	7.06336
SMED30023600	15.7422	22.7822	17.6998	14.7446	20.4014
SMED30023729	3.46926	3.40739	3.11622	3.15428	2.88787
SMED30023905	7.90515	8.3803	7.13371	6.76973	6.19187
SMED30024095	3.00541	5.8337	4.1376	4.88063	4.25967
SMED30024282	14.5744	18.5493	15.73	10.674	9.17897
SMED30024553	2.71503	3.629	2.30416	1.80927	2.41521
SMED30024739	6.47044	6.92354	6.40848	6.26006	5.91582
SMED30024991	12.3668	12.8091	11.4928	11.9293	11.1431
